name,encoding,label
IMG-20241225-WA0051,"-0.05952411890029907,0.16022668778896332,0.030726587399840355,-0.030591674149036407,0.014811813831329346,0.0010908972471952438,0.0013539530336856842,-0.13180376589298248,0.17520049214363098,-0.03310011699795723,0.29365044832229614,0.01763102412223816,-0.11310584098100662,-0.06159500777721405,-0.014776910655200481,0.08577921986579895,-0.18514272570610046,-0.07227353751659393,-0.07933346182107925,-0.02750544436275959,-0.030790749937295914,0.03288170322775841,0.02578575164079666,0.09743920713663101,-0.06137187033891678,-0.3525110185146332,-0.0832069143652916,-0.13277700543403625,0.10909277200698853,-0.047953736037015915,-0.08205670118331909,0.027476554736495018,-0.29503995180130005,-0.043745845556259155,0.016931084915995598,0.019897786900401115,7.466436363756657e-05,-0.02245505154132843,0.1516016274690628,7.243361324071884e-05,-0.10372400283813477,0.09485740214586258,-0.023616747930645943,0.23514890670776367,0.19044005870819092,-0.03201097249984741,0.06581230461597443,-0.10953590273857117,0.07213560491800308,-0.10125016421079636,0.09647248685359955,0.12592770159244537,0.13291719555854797,0.08368242532014847,-0.014049574732780457,-0.18258926272392273,-0.05769415944814682,0.08779311925172806,-0.08537337183952332,0.053970951586961746,0.0371166355907917,0.0006920881569385529,-0.028709687292575836,-0.00016884796787053347,0.20655769109725952,0.10828365385532379,-0.11642752587795258,-0.164777934551239,0.09299570322036743,-0.1024574339389801,0.03795608878135681,0.07100249081850052,-0.1084093451499939,-0.15612436830997467,-0.1929217278957367,0.1286279410123825,0.3831237852573395,0.08816587179899216,-0.271581768989563,0.011336751282215118,-0.21000388264656067,-0.020565159618854523,0.06826257705688477,0.055437516421079636,-0.05523371696472168,-0.0010471520945429802,-0.1044740080833435,0.06461311876773834,0.21652851998806,0.035189561545848846,-0.04313060641288757,0.19902196526527405,-0.07558213174343109,-0.006262762006372213,0.007457590661942959,0.06999938935041428,-0.09599843621253967,0.014117708429694176,-0.07692242413759232,-0.017178859561681747,-0.01426262129098177,-0.036883339285850525,-0.10239821672439575,0.11877477169036865,-0.2432340830564499,0.18085700273513794,0.01795121654868126,0.00126700010150671,0.04017810523509979,0.012337102554738522,-0.01679118722677231,-0.01849754899740219,0.12050601094961166,-0.28303834795951843,0.2818251848220825,0.09203385561704636,0.0061421701684594154,0.19222009181976318,-0.012114468961954117,0.08363749831914902,-0.019889477640390396,-0.056050900369882584,-0.1558849960565567,-0.0673794150352478,0.07089927792549133,-0.004820480942726135,0.05749562010169029,-0.027437757700681686",Non-Criminal
IMG-20241225-WA0052,"-0.09976420551538467,0.01412131730467081,0.06981067359447479,-0.06523896753787994,-0.039992451667785645,-0.0382101945579052,0.03862759470939636,-0.13194267451763153,0.1816863715648651,-0.12881720066070557,0.1275099813938141,-0.11867748200893402,-0.3391822278499603,-0.04045833274722099,-0.05641531944274902,0.21706360578536987,-0.10383326560258865,-0.1646607220172882,-0.09392527490854263,-0.12302219867706299,0.004593005403876305,0.0846954882144928,-0.024509554728865623,0.07056359946727753,-0.05472206324338913,-0.209604412317276,0.010268325917422771,-0.021159283816814423,-0.11356204003095627,-0.09254807978868484,0.03348839655518532,0.16117288172245026,-0.16818712651729584,-0.000627908855676651,-0.025530101731419563,0.19458718597888947,-0.061690930277109146,-0.13644364476203918,0.1336880475282669,0.00916651263833046,-0.16794078052043915,0.01588250696659088,0.11022408306598663,0.2657681405544281,0.23414850234985352,-0.06772448867559433,-0.06759022176265717,-0.06398266553878784,0.11456047743558884,-0.40496528148651123,-0.166301429271698,0.17413777112960815,0.065453439950943,0.08939680457115173,0.027012165635824203,-0.13427458703517914,0.02861921675503254,0.11592403799295425,-0.2433246672153473,0.05023641139268875,-0.0032286331988871098,-0.11316090077161789,0.04372521489858627,-0.0671766921877861,0.20656734704971313,0.07666333764791489,-0.1705024689435959,-0.06749485433101654,0.10888461023569107,-0.22847211360931396,-0.10518199950456619,0.1015339195728302,-0.1313701719045639,-0.23560534417629242,-0.3015623390674591,0.0023390427231788635,0.31043559312820435,0.13440895080566406,-0.06601086258888245,0.07349599152803421,-0.08475501835346222,-0.00961339846253395,-0.044791221618652344,0.10127966105937958,0.0447864904999733,-0.06797663867473602,-0.10573220252990723,0.026393169537186623,0.2408418506383896,-0.06270915269851685,-0.026878606528043747,0.28210029006004333,0.010347924195230007,-0.03524032607674599,-0.10413503646850586,0.07878240197896957,-0.05871093273162842,1.9428785890340805e-05,-0.14623452723026276,-0.0457066111266613,-0.03426267206668854,-0.08127512782812119,0.0664045661687851,0.0869651660323143,-0.1844690889120102,0.13259564340114594,-0.02776380255818367,-0.01704385317862034,-0.008902094326913357,-0.03098944015800953,-0.045987579971551895,0.045766428112983704,0.15275712311267853,-0.2655315101146698,0.1717698723077774,0.22611506283283234,0.05127691105008125,0.10077767074108124,0.0011400817893445492,0.05445854738354683,0.0018191025592386723,-0.03928405046463013,-0.07327070087194443,-0.09969954937696457,-0.009406507946550846,0.043441418558359146,0.013623304665088654,0.08320559561252594",Non-Criminal
IMG-20241225-WA0053,"-0.12849555909633636,0.15457391738891602,0.06877992302179337,-0.0933295488357544,-0.16148102283477783,0.06539519876241684,-0.05443565547466278,-0.050458233803510666,0.18972615897655487,-0.12512749433517456,0.13187186419963837,0.023104367777705193,-0.25045153498649597,0.010518830269575119,0.0032311994582414627,0.1328512728214264,-0.23297706246376038,-0.15162482857704163,-0.012925518676638603,-0.0886203870177269,0.064107745885849,0.11314485222101212,-0.07475893944501877,0.05471295863389969,-0.14578236639499664,-0.33047452569007874,-0.12929703295230865,-0.008692100644111633,0.09222377836704254,-0.09608834981918335,-0.03944507986307144,0.06015251949429512,-0.15824957191944122,-0.011671159416437149,-0.003951930906623602,0.09635534137487411,-0.018144430592656136,-0.030552763491868973,0.09663515537977219,0.07761362940073013,-0.13488934934139252,-0.02470971830189228,0.02264665812253952,0.34121641516685486,0.1953854113817215,0.03813992813229561,0.03627126291394234,0.015115967951714993,0.07327000051736832,-0.35359638929367065,0.11706635355949402,0.16250517964363098,0.09208488464355469,0.13856124877929688,0.040749333798885345,-0.1409563422203064,-0.027698945254087448,0.12604966759681702,-0.13135071098804474,0.1736336052417755,0.143820658326149,-0.17590086162090302,0.007829892449080944,-0.04155011102557182,0.22701169550418854,0.08800976723432541,-0.12328358739614487,-0.15268823504447937,0.14663387835025787,-0.179190531373024,-0.14222963154315948,0.027724599465727806,-0.08559221029281616,-0.10660767555236816,-0.3418468236923218,0.0779142677783966,0.3973775804042816,0.19853253662586212,-0.15257465839385986,-0.011686990968883038,-0.07869870960712433,0.021282289177179337,0.08023079484701157,0.0724760964512825,-0.05998922884464264,-0.0511334203183651,-0.11329096555709839,0.09511075913906097,0.2836863696575165,0.013549255207180977,-0.04658666253089905,0.2751748263835907,0.07117784768342972,0.05741684138774872,0.026595458388328552,0.11935647577047348,0.003959822468459606,-0.09198355674743652,-0.0813627541065216,0.061609018594026566,0.0014025522395968437,-0.11961115896701813,-0.061586644500494,0.16111335158348083,-0.18187427520751953,0.2640249729156494,0.008628986775875092,-0.002472219057381153,-0.06241748854517937,-0.0017741298070177436,-0.1608484536409378,0.020280081778764725,0.20524251461029053,-0.27911442518234253,0.18603724241256714,0.24708014726638794,0.051334984600543976,0.15059161186218262,0.0025529307313263416,0.05753594636917114,-0.004619048908352852,-0.12848426401615143,-0.1034175381064415,-0.137803852558136,0.040439851582050323,-0.07942424714565277,-0.010899343527853489,0.10228725522756577",Non-Criminal
IMG-20241225-WA0054,"-0.13709135353565216,0.14232076704502106,0.16902592778205872,0.065024733543396,0.015399127267301083,-0.08581245690584183,0.09946233034133911,-0.1133202314376831,0.10882014036178589,0.01623505726456642,0.2887154519557953,-0.05410098657011986,-0.10004427284002304,-0.19551008939743042,0.05961843207478523,0.13134486973285675,-0.13993094861507416,-0.1420813649892807,-0.13966934382915497,-0.08107103407382965,-0.009638074785470963,0.06685803830623627,0.03360964357852936,0.00426087249070406,-0.06933041661977768,-0.30661696195602417,-0.06471839547157288,-0.13026922941207886,0.12314772605895996,-0.07369131594896317,-0.0024215057492256165,-0.007372233085334301,-0.2947111129760742,-0.10461394488811493,-0.02449127286672592,0.020229309797286987,0.04419732093811035,-0.053569406270980835,0.11316174268722534,-0.05067245662212372,-0.1579231470823288,0.04302605614066124,0.10061386227607727,0.18304601311683655,0.16197256743907928,-0.050402265042066574,-0.034089989960193634,-0.03957998752593994,0.0044524092227220535,-0.18440566956996918,0.049601681530475616,0.09028223156929016,0.12430982291698456,0.08585228770971298,-0.011077108792960644,-0.11162248253822327,-0.0557657852768898,0.05385158956050873,-0.14007791876792908,0.05143876373767853,0.0359170064330101,-0.06321604549884796,-0.11167847365140915,0.0036982218734920025,0.11336848884820938,0.1097186952829361,-0.011197986081242561,-0.19040562212467194,0.08688358217477798,-0.16145777702331543,-0.021676624193787575,0.10042618960142136,-0.07744372636079788,-0.08633366972208023,-0.2939756214618683,0.11678627133369446,0.395442932844162,0.038941338658332825,-0.2433217167854309,0.017988821491599083,-0.1856258660554886,0.03864302486181259,0.011355388909578323,0.035226933658123016,-0.025863071903586388,0.011827877722680569,-0.1497979611158371,0.023680049926042557,0.13989673554897308,-0.02237294614315033,-0.006131192669272423,0.19878777861595154,-0.0034043993800878525,-0.00034469738602638245,0.0052155242301523685,-0.025077693164348602,-0.0028248829767107964,-0.024235205724835396,-0.09810855984687805,-0.06804337352514267,0.02147107943892479,-0.004030504263937473,-0.04806428402662277,0.094626784324646,-0.19201451539993286,0.08835641294717789,0.07615963369607925,-0.035681433975696564,0.08625659346580505,0.05793100222945213,0.04173543304204941,-0.11125227808952332,0.08289199322462082,-0.1774263232946396,0.20237858593463898,0.17273402214050293,-0.058553263545036316,0.14425325393676758,0.00479572219774127,0.15494117140769958,-0.039197031408548355,0.011774102225899696,-0.07182818651199341,-0.019592322409152985,0.03743436932563782,-0.007865039631724358,-0.03721385821700096,0.02850530482828617",Non-Criminal
IMG-20241225-WA0055,"-0.07221785187721252,0.16480328142642975,0.0059268479235470295,-0.0614306665956974,-0.15010209381580353,0.03958376869559288,-0.021502753719687462,-0.03960399329662323,0.11909179389476776,0.06630995124578476,0.2022547572851181,-0.022616926580667496,-0.24760165810585022,-0.11336059123277664,-0.027392089366912842,0.1040194109082222,-0.12022010236978531,-0.0631982758641243,-0.09319977462291718,-0.01730601117014885,-0.01602870598435402,-0.001207650755532086,0.012667013332247734,0.07591220736503601,-0.10008998215198517,-0.25595101714134216,-0.06467770040035248,-0.14236555993556976,0.025042962282896042,-0.2096737027168274,-0.01961105689406395,0.0736444965004921,-0.13053351640701294,-0.041723549365997314,-0.011053619906306267,0.05633936822414398,-0.13021649420261383,-0.09077458083629608,0.19515785574913025,-0.017793109640479088,-0.08492651581764221,0.035353243350982666,0.045334987342357635,0.2978777289390564,0.23499123752117157,-0.022955290973186493,0.024439647793769836,0.00458166841417551,0.18447066843509674,-0.2584637403488159,0.06049594283103943,0.1288425326347351,0.1751691997051239,0.10435989499092102,0.03028607740998268,-0.15786659717559814,0.03204669803380966,0.19707946479320526,-0.28856590390205383,0.07420411705970764,0.012383610010147095,-0.11585888266563416,-0.11182525753974915,-0.07849597185850143,0.2518067955970764,0.20916999876499176,-0.11789237707853317,-0.1528799682855606,0.1686878502368927,-0.14872902631759644,-0.027860533446073532,0.06975969672203064,-0.12289674580097198,-0.14749237895011902,-0.2004779875278473,0.08989708870649338,0.33032673597335815,0.17019487917423248,-0.19627419114112854,0.0013703489676117897,-0.11104993522167206,-0.02383911982178688,-0.06469552218914032,0.013746392913162708,-0.12425800412893295,-0.07325436919927597,-0.09725751727819443,-0.010767322033643723,0.1560068428516388,-0.03865969181060791,0.014608759433031082,0.2241349220275879,0.0740949884057045,0.005142685957252979,0.020647171884775162,-0.08796975761651993,-0.056499116122722626,-0.018276376649737358,-0.06807263195514679,0.020995743572711945,-0.05747844651341438,-0.21734566986560822,0.003978554159402847,0.040973082184791565,-0.1815081238746643,0.20365206897258759,0.06310459971427917,0.03837890923023224,-0.023500017821788788,-0.04861324653029442,-0.0798211395740509,0.012861235067248344,0.20804858207702637,-0.3444732427597046,0.2603703737258911,0.08665324002504349,0.09301744401454926,0.13842862844467163,0.02742992341518402,0.11436311155557632,-0.007025923579931259,-0.039570633322000504,-0.09892288595438004,-0.03688861429691315,0.102480947971344,-0.06452366709709167,0.016048453748226166,0.06756322830915451",Non-Criminal
IMG-20241225-WA0056,"-0.012079019099473953,0.13646507263183594,0.006603777874261141,0.029148412868380547,-0.08207964152097702,0.020227758213877678,-0.043333593755960464,-0.12445978075265884,0.06987004727125168,0.08721309900283813,0.3475791811943054,0.055809296667575836,-0.23374690115451813,-0.1292441487312317,-0.093241848051548,0.07599622011184692,-0.08254721760749817,-0.060405150055885315,-0.10881850123405457,-0.06359639018774033,0.015333086252212524,0.007241962477564812,0.11638108640909195,0.04697730392217636,-0.10008519142866135,-0.23562321066856384,-0.052893996238708496,-0.05325772240757942,0.14604152739048004,-0.13041548430919647,-0.013338582590222359,0.11462007462978363,-0.15677742660045624,-0.08759580552577972,0.06756163388490677,0.04662033170461655,-0.06085703521966934,-0.06999431550502777,0.299433171749115,0.05557413399219513,-0.13436362147331238,0.06564284861087799,0.027014698833227158,0.32572683691978455,0.25300776958465576,-0.023405658081173897,0.007675262168049812,-0.04112103581428528,0.08588234335184097,-0.24349021911621094,0.1156526505947113,0.2207132875919342,0.1717032939195633,0.0516454353928566,0.07836484163999557,-0.1625758558511734,-0.009755146689713001,0.14950788021087646,-0.1333548128604889,-0.01024431549012661,0.019127793610095978,-0.031682342290878296,0.024029061198234558,-0.10170309990644455,0.13303299248218536,0.11117774248123169,-0.09652376174926758,-0.10253392159938812,0.1197957918047905,-0.07115085422992706,-0.01962083950638771,0.13496732711791992,-0.14651702344417572,-0.15054719150066376,-0.22668063640594482,0.11616086214780807,0.41557377576828003,0.14044511318206787,-0.21886131167411804,0.007458999752998352,-0.07690402120351791,-0.03420260548591614,0.0764162540435791,-0.027208946645259857,-0.06498359143733978,-0.11892165243625641,-0.09595666825771332,-0.05134157836437225,0.13976380228996277,-0.014286823570728302,-0.08578351140022278,0.2037392407655716,0.00939885526895523,0.02054121345281601,0.10895593464374542,0.05297071486711502,-0.0506601445376873,0.05133600905537605,-0.1212846040725708,0.05004187673330307,-0.06285300105810165,-0.15360313653945923,0.040290892124176025,0.041805677115917206,-0.13257746398448944,0.06479452550411224,0.06359408795833588,0.03199590742588043,0.05472417175769806,-0.0049635423347353935,-0.13107693195343018,-0.03770451620221138,0.15879417955875397,-0.36099928617477417,0.30334606766700745,0.10917240381240845,0.001827452564612031,0.09967663139104843,0.13138969242572784,0.12288802117109299,0.014885077252984047,-0.033016834408044815,-0.015170114114880562,-0.09918881952762604,0.032880134880542755,-0.06492535024881363,0.00403981376439333,-0.0008716927841305733",Non-Criminal
IMG-20241225-WA0057,"-0.09965367615222931,0.036449581384658813,0.07051891088485718,-0.1252937763929367,0.014942548237740993,-0.028398185968399048,-0.034217167645692825,-0.03508278727531433,0.17067475616931915,-0.009265384636819363,0.2494368851184845,0.03086249716579914,-0.2583305239677429,-0.05545518174767494,0.02890259027481079,0.05300575867295265,-0.22610127925872803,-0.10145704448223114,-0.09757717698812485,-0.05760449171066284,0.06713568419218063,0.008067874237895012,-0.07800044119358063,0.05103384330868721,-0.15322048962116241,-0.2083280086517334,-0.11210871487855911,-0.030544467270374298,-0.005000037141144276,-0.15110450983047485,0.009030020795762539,0.058033257722854614,-0.19360540807247162,-0.08178200572729111,0.04870455339550972,0.10409831255674362,-0.064815953373909,-0.12334346771240234,0.22110433876514435,0.04175986349582672,-0.11828259378671646,0.00457553006708622,0.06956307590007782,0.2535991966724396,0.23375454545021057,-0.020185459405183792,-0.07844721525907516,-0.07918387651443481,0.2084657996892929,-0.3137170672416687,0.05504960939288139,0.24886393547058105,0.18044891953468323,0.1450829952955246,0.06573441624641418,-0.16946479678153992,0.040317099541425705,0.17131498456001282,-0.21982645988464355,0.032802365720272064,-0.035082876682281494,-0.17282697558403015,-0.06009063869714737,-0.12655624747276306,0.09325042366981506,0.11977327615022659,-0.16935044527053833,-0.17979976534843445,0.13751320540905,-0.0581534169614315,-0.13606633245944977,0.11430796980857849,-0.14492589235305786,-0.20463143289089203,-0.31576552987098694,0.0643051266670227,0.360224187374115,0.09652845561504364,-0.27207374572753906,0.051503874361515045,-0.09415548294782639,-0.13746677339076996,-0.04299143701791763,0.11860989034175873,-0.06395044922828674,0.006562897004187107,-0.06168573349714279,0.04592582583427429,0.17857065796852112,0.03425079584121704,-0.0345044769346714,0.1819484382867813,0.012281711213290691,0.08039304614067078,0.059810396283864975,0.06156529113650322,-0.0824478417634964,-0.051198460161685944,-0.20122934877872467,-0.05485289916396141,0.025762397795915604,-0.0624990314245224,-0.06412529200315475,0.1349783092737198,-0.1703515201807022,0.24729101359844208,0.10366329550743103,-0.07509290426969528,-0.05879231169819832,-0.1274494081735611,-0.0523238405585289,0.05786682665348053,0.15714715421199799,-0.32886752486228943,0.19980210065841675,0.14927829802036285,0.08103234320878983,0.13201658427715302,0.03521202877163887,0.03129979223012924,-0.025866366922855377,-0.0294494666159153,-0.18191839754581451,-0.07976143062114716,0.03795987367630005,0.02721935138106346,0.04305702820420265,-0.011173779144883156",Non-Criminal
IMG-20241225-WA0058,"-0.08704555779695511,0.08311457931995392,0.12148594856262207,0.011405891738831997,-0.030175060033798218,-0.03656455874443054,-0.04226754605770111,-0.07530194520950317,0.09643226116895676,-0.11942975968122482,0.20732100307941437,-0.028501927852630615,-0.19336900115013123,0.11788449436426163,-0.03140336275100708,0.0928812325000763,-0.17484691739082336,-0.11088825762271881,-0.10518382489681244,-0.07601744681596756,0.009133444167673588,0.06683012843132019,-0.07675571739673615,-0.006484606768935919,-0.18516096472740173,-0.2834792733192444,-0.05618206411600113,-0.01860526204109192,0.11195732653141022,-0.0021888490300625563,0.009452549740672112,0.013574808835983276,-0.1447063386440277,0.03540007397532463,0.06186849996447563,0.03408128023147583,-0.021734731271862984,-0.0254647396504879,0.16431476175785065,0.06262173503637314,-0.22281211614608765,0.05609926953911781,-0.002361726015806198,0.30977529287338257,0.09812529385089874,0.051030293107032776,0.04582245647907257,-0.1173236221075058,0.12695220112800598,-0.2964925467967987,0.06687600910663605,0.1303166151046753,0.07964052259922028,0.11986241489648819,0.09221837669610977,-0.2064516544342041,0.05790291354060173,0.18605701625347137,-0.13713887333869934,0.14484500885009766,0.08525247126817703,-0.034879423677921295,0.10833589732646942,-0.01577884517610073,0.19676059484481812,0.046261414885520935,-0.1267511397600174,-0.08779528737068176,0.13902802765369415,-0.10763232409954071,-0.0368150919675827,0.13055500388145447,-0.036071669310331345,-0.1703760176897049,-0.32256880402565,0.04226124659180641,0.45764821767807007,0.1486884504556656,-0.14651289582252502,-0.024654962122440338,-0.06681620329618454,0.02267547883093357,0.15234394371509552,0.04778395965695381,-0.16211408376693726,-0.04433872550725937,-0.07516945898532867,0.012663443572819233,0.29241347312927246,0.08379896730184555,-0.06904619187116623,0.19103264808654785,0.01622418500483036,0.0031379228457808495,0.005180309526622295,0.09444350749254227,-0.1384727507829666,-0.08465871959924698,-0.06305008381605148,-0.03796764090657234,0.015327678993344307,-0.07434461265802383,-0.011930063366889954,0.20155304670333862,-0.2691909670829773,0.23982243239879608,-0.0261908657848835,-0.005592460744082928,0.03065725788474083,0.11910763382911682,-0.017861517146229744,0.04045981168746948,0.11958363652229309,-0.3122544586658478,0.17103682458400726,0.21697473526000977,0.08605076372623444,0.10933184623718262,0.01701965369284153,-0.05303692817687988,-0.06504226475954056,-0.010844901204109192,-0.1696549654006958,-0.1121838241815567,0.0028154640458524227,-0.07275795191526413,0.02822590433061123,0.032870613038539886",Non-Criminal
IMG-20241225-WA0059,"-0.11633145809173584,0.04315100237727165,-0.02502829022705555,-0.03178035840392113,-0.09809870272874832,-0.023035863414406776,-0.01098785549402237,-0.08194907754659653,0.0982748419046402,0.011981567367911339,0.212198868393898,-0.11338243633508682,-0.22563670575618744,-0.06456754356622696,-0.11952158063650131,0.07552462071180344,-0.15130406618118286,-0.05473697930574417,-0.14840874075889587,-0.13474616408348083,0.05042600631713867,0.04001045972108841,0.007099116686731577,0.0633859783411026,-0.14001095294952393,-0.22104297578334808,-0.02303524687886238,-0.16378220915794373,0.01675041951239109,-0.12552325427532196,-0.048266779631376266,0.04461393877863884,-0.23508751392364502,-0.14850027859210968,0.011578720062971115,0.14442576467990875,-0.12338052690029144,-0.06380508840084076,0.2396407425403595,-0.020640363916754723,-0.05676240846514702,0.0863482728600502,0.10387151688337326,0.29885855317115784,0.2381914258003235,0.02829592302441597,-0.027519136667251587,-0.013142257928848267,0.16231493651866913,-0.28768593072891235,0.10553646087646484,0.17667314410209656,0.1997627317905426,0.11768025159835815,0.12136199325323105,-0.16605132818222046,0.022481845691800117,0.14833730459213257,-0.10080205649137497,0.04450417682528496,0.007722597569227219,-0.026845427230000496,0.02814268320798874,-0.052391812205314636,0.16047801077365875,0.045662250369787216,-0.056537121534347534,-0.05434951186180115,0.08882640302181244,-0.1320452094078064,-0.04241938143968582,0.07040198147296906,-0.08387435972690582,-0.17983154952526093,-0.2401014119386673,0.10646369308233261,0.4200860857963562,0.14260244369506836,-0.20585623383522034,0.0590803325176239,-0.07566338777542114,-0.11359596252441406,0.0631292313337326,-0.02134539559483528,-0.04432141035795212,-0.011566555127501488,-0.13067971169948578,0.034077394753694534,0.1815354824066162,-0.07180219143629074,-0.00478696171194315,0.18698598444461823,0.03491544723510742,-0.05771687254309654,0.09022616595029831,-0.014690030366182327,-0.14391164481639862,0.01855309307575226,-0.08589252829551697,0.0009067188948392868,0.06936649978160858,-0.1585645079612732,-0.032662637531757355,-0.0022796709090471268,-0.1975516825914383,0.13270531594753265,-0.008554224856197834,-0.04903857037425041,-0.08006221801042557,-0.10529579222202301,-0.09827353060245514,0.07115042954683304,0.202675461769104,-0.2857408821582794,0.20850852131843567,0.10917030274868011,-0.04231278970837593,0.21019534766674042,0.0761227086186409,0.053284771740436554,0.013438702560961246,0.0484367273747921,-0.11342143267393112,-0.14524191617965698,0.054884739220142365,0.05789681151509285,0.07128438353538513,0.06574790924787521",Non-Criminal
IMG-20241225-WA0060,"-0.07841064035892487,0.06987997889518738,0.09675275534391403,0.023752853274345398,-0.16697393357753754,-0.008947862312197685,-0.02023281343281269,-0.19203901290893555,0.07536392658948898,-0.13882985711097717,0.17076557874679565,-0.018283821642398834,-0.2534097135066986,0.00767404492944479,-0.06697699427604675,0.13731010258197784,-0.12806589901447296,-0.1506534367799759,-0.056063126772642136,-0.07209870219230652,-0.040147826075553894,0.057334475219249725,-0.013086269609630108,-0.04497943073511124,-0.05847375839948654,-0.2830677926540375,-0.09663113206624985,-0.07555333524942398,0.12320346385240555,0.054950494319200516,-0.0061906324699521065,0.0820518210530281,-0.17353323101997375,0.012027394957840443,0.03954124450683594,0.07768884301185608,-0.11504246294498444,-0.04122145473957062,0.24578768014907837,-0.046064261347055435,-0.16771097481250763,-0.015709176659584045,0.06686846911907196,0.18388614058494568,0.22218571603298187,-0.007966565899550915,0.06099434196949005,-0.12226907163858414,0.09672090411186218,-0.23631420731544495,0.010038811713457108,0.1870291531085968,0.15828649699687958,0.07766120135784149,0.042083825916051865,-0.14715711772441864,-0.005548229441046715,0.07431316375732422,-0.180099219083786,0.024950306862592697,0.07457757741212845,-0.08811880648136139,-0.005730839446187019,-0.030603375285863876,0.19430996477603912,0.03774354234337807,-0.05155341327190399,-0.13601110875606537,0.29893621802330017,-0.22581037878990173,-0.02304874360561371,0.11203805357217789,-0.08445066958665848,-0.1134277880191803,-0.2237301617860794,-0.03355179727077484,0.449245423078537,0.10613026469945908,-0.04722767695784569,0.02630571834743023,-0.11865779012441635,-0.107192263007164,0.0013155178166925907,-0.020032353699207306,-0.05441593751311302,-0.1528938263654709,-0.1015917956829071,0.02962549775838852,0.27338898181915283,-0.10856105387210846,0.049087200313806534,0.14178971946239471,0.047874074429273605,-0.03571859002113342,0.0013520782813429832,0.069108746945858,-0.09481702744960785,-0.025709062814712524,-0.0712510347366333,-0.04296187311410904,-0.04169132560491562,-0.13234728574752808,0.05828224867582321,0.14020578563213348,-0.1833471953868866,0.17321255803108215,-0.056988369673490524,-0.03212325647473335,0.016491517424583435,-0.05064201354980469,-0.06427140533924103,-0.010719082318246365,0.20695044100284576,-0.20129121840000153,0.1883816123008728,0.10108886659145355,-0.081471286714077,0.11198848485946655,-0.0010832268744707108,0.1220642477273941,-0.0832313820719719,-0.10271753370761871,-0.18889690935611725,-0.15754666924476624,-0.019115589559078217,-0.04800274595618248,0.0018537817522883415,0.06833156943321228",Non-Criminal
IMG-20241225-WA0061,"-0.019483506679534912,0.03277590498328209,0.0960855558514595,-0.05235975235700607,-0.16424940526485443,0.0011107660830020905,0.06607167422771454,-0.08380034565925598,0.09356067329645157,0.0090863648802042,0.2192535698413849,-0.0532974973320961,-0.23197956383228302,-0.07205243408679962,-0.00832987017929554,0.05429405719041824,-0.042581938207149506,-0.17224249243736267,-0.03426775336265564,-0.04998185858130455,0.0775403305888176,-0.024201761931180954,0.010945242829620838,0.1027824804186821,-0.09898009151220322,-0.2798115909099579,-0.06287922710180283,-0.11523531377315521,0.016161147505044937,-0.14725889265537262,0.021174049004912376,0.12807276844978333,-0.1653137356042862,-0.1002110093832016,0.029970858246088028,0.09271158277988434,-0.05611173063516617,-0.14520423114299774,0.1733478456735611,-0.02664167433977127,-0.10259287059307098,0.04992910474538803,-0.000591205433011055,0.3071410059928894,0.07905356585979462,0.005304921418428421,0.052809253334999084,-0.07343427836894989,0.1374242901802063,-0.27300652861595154,0.01967751421034336,0.16172900795936584,0.10574937611818314,0.03508072346448898,0.050454698503017426,-0.12428903579711914,0.16042350232601166,0.07867484539747238,-0.24711306393146515,0.07377008348703384,0.05618096888065338,-0.1211446225643158,-0.026889130473136902,-0.13059137761592865,0.20724129676818848,0.05227215215563774,-0.07797178626060486,-0.05750086158514023,0.04616639018058777,-0.03626469522714615,-0.08988846093416214,0.07401975244283676,-0.18612678349018097,-0.130263552069664,-0.20545262098312378,0.09280780702829361,0.4839722514152527,0.11433009803295135,-0.24396634101867676,0.043938905000686646,-0.13433776795864105,0.09105266630649567,0.05406799912452698,-0.008126127533614635,-0.07078243792057037,-0.05507061257958412,-0.19471578299999237,0.06470692902803421,0.13764362037181854,-0.0754665806889534,-0.040904078632593155,0.12936294078826904,0.03512440621852875,0.03339777886867523,0.07812726497650146,0.04772268608212471,-0.09493628144264221,0.06514743715524673,-0.10833654552698135,0.01986590027809143,0.07840839773416519,-0.10167612880468369,-0.005497255828231573,0.046880073845386505,-0.2345331609249115,0.1448761522769928,0.0036343110259622335,-0.0705999806523323,0.00010158680379390717,-0.1051902249455452,-0.11916033923625946,0.05634786933660507,0.12238255143165588,-0.3484801948070526,0.2032919079065323,0.15608277916908264,0.037909287959337234,0.15260399878025055,0.01918235793709755,0.03337280452251434,-0.06442529708147049,-0.07141267508268356,-0.11024386435747147,-0.09612398594617844,0.13375402987003326,0.03523918241262436,0.01766025274991989,-0.013696955516934395",Non-Criminal
